InvoiceNo,Quantity,UnitPrice,CustomerID,TotalPrice,Year,Month,Day,Weekday,Cluster
7665,50,460.59615888612376,1067,23029.807944306187,2012,1,28,3,3
3849,66,26.158085809454462,1091,1726.4336634239944,2011,2,9,6,3
8390,14,87.3692018373805,1054,1223.168825723327,2011,6,12,2,3
7905,53,70.61073525993403,1098,3742.368968776504,2010,3,11,6,3
3489,32,141.33024427633717,1096,4522.567816842789,2010,11,21,5,3
5611,96,102.83036636889182,1070,9871.715171413614,2012,12,19,4,3
3839,92,472.9809151615297,1072,43514.24419486073,2012,11,2,5,3
9527,48,43.00104784354172,1097,2064.0502964900024,2010,7,6,1,3
6878,39,106.62374267524712,1041,4158.325964334637,2012,5,6,3,3
7303,40,41.2809289868743,1097,1651.237159474972,2012,10,1,3,3
1851,42,490.2122889735738,1076,20588.916136890097,2011,8,7,5,3
2687,77,459.2883410394055,1028,35365.202260034224,2010,1,12,3,3
7833,76,358.5991632929401,1034,27253.53641026345,2010,9,21,3,3
3427,8,213.56054307773675,1044,1708.484344621894,2010,11,23,2,3
5000,79,95.89888962647228,1073,7576.01228049131,2011,10,12,2,3
6052,26,111.52337278505108,1093,2899.607692411328,2010,6,20,5,3
3738,12,222.0769642694497,1089,2664.9235712333966,2012,12,21,6,3
6732,43,384.3431129969043,1098,16526.753858866887,2011,5,23,6,3
6387,51,133.1000185034805,1091,6788.100943677506,2011,8,6,4,3
9002,91,156.08516435478867,1028,14203.74995628577,2010,12,14,5,3
6536,82,300.3722014108308,1069,24630.520515688127,2012,12,17,5,3
4913,63,119.62695177684854,1002,7536.497961941458,2010,4,17,6,3
2066,49,292.52509202510896,1092,14333.72950923034,2012,12,18,1,3
8723,27,194.17831574287,1056,5242.81452505749,2010,9,13,5,3
5380,9,18.14973474477267,1065,163.34761270295402,2012,5,13,5,3
5107,39,201.94794182975,1021,7875.969731360248,2012,1,27,1,3
6726,65,459.8431144800533,1026,29889.802441203465,2012,8,11,2,3
4373,71,147.26282768759685,1021,10455.660765819375,2011,9,3,4,3
9945,90,162.093362328798,1073,14588.402609591822,2010,5,17,6,3
3082,71,33.90450314158416,1048,2407.2197230524757,2010,5,26,0,3
9967,7,307.90867683607786,1082,2155.360737852545,2010,6,2,5,3
7748,72,424.7719397848711,1023,30583.57966451072,2011,9,28,5,3
1417,80,177.10852365345772,1026,14168.681892276618,2012,5,2,5,3
9306,67,120.88253320247424,1035,8099.129724565773,2011,2,7,3,3
9808,10,478.34931522776543,1016,4783.493152277654,2011,3,27,5,3
4974,71,372.79123468115273,1055,26468.177662361843,2012,11,28,1,3
4267,85,284.014616082349,1009,24141.242366999664,2010,10,22,3,3
1825,53,153.46005200609716,1053,8133.38275632315,2011,3,25,1,3
8668,95,111.17821097022404,1080,10561.930042171283,2012,9,10,5,3
6745,87,358.1562754612332,1073,31159.59596512729,2012,8,14,0,3
1412,57,261.3726197515347,1073,14898.23932583748,2010,6,21,6,3
8543,91,260.7793085846876,1037,23730.917081206568,2012,5,19,5,3
8587,86,37.78119951744966,1080,3249.1831585006707,2012,10,17,1,3
1728,27,256.58504390304336,1089,6927.796185382171,2012,2,16,5,3
8164,54,411.54927148870735,1089,22223.6606603902,2010,9,17,0,3
9867,4,473.45283962008375,1097,1893.811358480335,2010,10,18,1,3
6988,88,54.23451634338584,1003,4772.637438217954,2012,8,27,2,3
3504,23,315.95144013883635,1049,7266.883123193236,2012,5,11,3,3
3967,48,284.6052781483252,1090,13661.053351119608,2010,6,19,4,3
3786,83,445.2659329831228,1060,36957.07243759919,2010,9,11,4,3
2122,42,375.87077106225087,1020,15786.572384614536,2010,1,10,1,3
5079,3,482.6656727134913,1035,1447.9970181404738,2011,4,14,4,3
2571,91,480.0562362534161,1045,43685.11749906086,2010,5,14,5,3
6073,3,113.61686157926518,1094,340.85058473779554,2012,9,10,3,3
6104,28,362.9500850783106,1070,10162.602382192696,2010,12,21,2,3
3143,63,265.7310225910823,1043,16741.054423238187,2012,5,23,2,3
7806,81,108.0863956124374,1063,8754.998044607431,2012,5,4,0,3
8357,31,98.23967202648296,1097,3045.429832820972,2012,12,10,4,3
4440,10,41.46108629187696,1017,414.6108629187696,2010,12,27,5,3
4766,49,397.9770929329258,1087,19500.87755371337,2010,3,6,3,3
6644,86,162.92788552938475,1012,14011.798155527087,2010,8,22,4,3
3914,94,428.6274488291543,1012,40290.9801899405,2010,7,11,3,3
5968,21,304.5493676455841,1024,6395.536720557266,2010,8,18,6,3
6917,53,337.1430440643919,1004,17868.58133541277,2011,4,6,0,3
9787,87,146.54520105548812,1038,12749.432491827469,2010,8,21,6,3
1728,76,229.1898454184461,1028,17418.428251801903,2011,10,15,5,3
2365,89,206.7464714634793,1056,18400.43596024966,2012,4,27,6,3
5492,54,118.608643298376,1045,6404.866738112304,2012,1,6,4,3
1698,57,416.4235720948695,1032,23736.14360940756,2012,4,20,6,3
8186,20,311.4201683975039,1087,6228.403367950078,2012,5,1,2,3
1395,49,19.678556749082,1009,964.249280705018,2011,10,9,0,3
8400,7,410.13859266996553,1057,2870.970148689759,2011,8,14,5,3
9082,29,53.91284025826713,1024,1563.4723674897468,2012,12,3,6,3
5171,48,202.44452033274703,1073,9717.33697597186,2010,10,1,4,3
5360,93,286.0571939135586,1038,26603.31903396095,2012,6,14,2,3
3502,13,4.817971584947781,1015,62.63363060432116,2012,11,14,2,3
1717,3,326.8011446160251,1059,980.4034338480752,2011,10,4,3,3
3782,2,330.1917668405683,1027,660.3835336811366,2012,5,14,2,3
5946,16,326.6106322491907,1075,5225.770115987051,2011,3,23,1,3
6486,94,82.57050111503229,1043,7761.627104813035,2011,4,4,6,3
9335,6,128.61043106000113,1057,771.6625863600068,2012,6,11,4,3
5980,45,124.44053394683738,1031,5599.824027607682,2010,6,20,4,3
8266,71,480.07342460663887,1062,34085.21314707136,2011,6,9,3,3
5491,5,34.69656542571276,1092,173.48282712856383,2011,2,11,2,3
8192,56,214.95199234404848,1044,12037.311571266717,2011,11,15,3,3
6588,71,435.7556990042769,1052,30938.65462930366,2012,12,6,1,3
8651,98,384.9635312294103,1060,37726.42606048221,2012,8,25,3,3
4636,32,411.3986201998145,1049,13164.755846394062,2011,8,12,4,3
2167,49,486.17449847704415,1026,23822.550425375164,2010,6,28,5,3
2062,13,194.24364432432125,1025,2525.1673762161763,2012,4,13,5,3
3156,30,155.5179819158501,1002,4665.539457475503,2010,2,18,3,3
8860,25,16.299085584948457,1089,407.4771396237114,2010,6,23,4,3
6161,85,75.85966153314118,1038,6448.071230317,2012,6,23,0,3
6305,60,281.44531261696903,1064,16886.71875701814,2011,10,14,1,3
7541,59,79.6726369316167,1034,4700.685578965385,2010,3,24,6,3
5729,85,368.41620297447446,1052,31315.37725283033,2011,2,26,1,3
8330,28,19.57906985305281,1090,548.2139558854788,2010,4,11,4,3
6334,58,130.48452359570305,1045,7568.102368550777,2011,8,25,5,3
9924,20,348.03110857085585,1067,6960.622171417117,2012,5,24,0,3
5330,34,128.49590929529285,1082,4368.8609160399565,2010,3,2,2,3
9010,5,364.65147164800754,1021,1823.2573582400375,2010,12,19,3,3
7801,82,497.93607383992025,1059,40830.75805487346,2010,5,28,6,3
5846,60,398.7448937691027,1005,23924.693626146163,2011,9,2,6,3
7731,43,171.57589392174026,1051,7377.763438634831,2010,11,17,2,3
8241,57,450.3953584135023,1072,25672.53542956963,2010,8,23,6,3
1953,57,26.53868809843651,1074,1512.705221610881,2011,12,8,0,3
3539,75,362.7784053992088,1085,27208.380404940654,2011,10,5,1,3
8056,54,12.637843449774849,1072,682.4435462878419,2012,7,26,2,3
2542,81,88.10319218312554,1028,7136.358566833169,2011,4,11,0,3
6293,45,493.8052850277487,1042,22221.23782624869,2010,2,25,1,3
2191,86,181.0815713346592,1073,15573.01513478069,2010,12,20,5,3
7313,37,410.4291897039552,1033,15185.88001904634,2012,9,1,2,3
7938,84,188.6672697049654,1030,15848.050655217094,2012,3,20,6,3
3681,48,420.17419694811,1085,20168.36145350928,2010,6,16,5,3
2540,54,482.7543405032603,1045,26068.734387176057,2011,7,5,1,3
7172,48,218.3325854661641,1003,10479.964102375876,2010,12,27,4,3
6541,6,280.1152467322914,1001,1680.6914803937484,2012,3,28,6,3
2365,34,314.69110549182034,1004,10699.497586721893,2010,3,16,1,3
9691,63,467.4825662854425,1045,29451.40167598288,2010,3,24,1,3
9702,78,129.1152996298444,1078,10070.993371127865,2010,3,5,6,3
8494,48,306.0134370440296,1018,14688.644978113422,2012,3,28,0,3
5312,23,163.03539388334812,1037,3749.814059317007,2012,7,10,0,3
2324,84,109.24965691102732,1058,9176.971180526294,2012,5,9,3,3
4141,13,43.37524917258387,1078,563.8782392435903,2011,4,22,6,3
8419,47,310.7347210042385,1071,14604.53188719921,2012,6,24,0,3
4486,44,441.1606539569127,1019,19411.06877410416,2011,8,19,4,3
2810,32,176.34505153341178,1075,5643.041649069177,2011,2,3,4,3
7588,26,276.78159956029566,1067,7196.321588567687,2012,12,9,5,3
3923,53,321.42476385176377,1052,17035.51248414348,2011,3,22,1,3
6301,14,207.9104387198068,1054,2910.746142077295,2011,2,20,0,3
5186,52,451.77057733266304,1038,23492.07002129848,2010,7,8,6,3
9905,36,182.0148254393871,1035,6552.533715817935,2011,12,4,6,3
6977,8,63.38039922483198,1057,507.0431937986559,2011,2,11,6,3
5268,40,72.86615866779808,1014,2914.646346711923,2012,5,4,3,3
5748,86,445.5379496393487,1000,38316.26366898399,2010,11,12,0,3
5849,22,494.0160133811319,1094,10868.352294384902,2011,10,23,6,3
4709,16,145.17998743528676,1008,2322.879798964588,2011,9,7,3,3
7619,91,72.657760101701,1022,6611.856169254791,2011,8,28,1,3
9647,60,241.6239285963485,1051,14497.435715780912,2012,8,8,6,3
4072,60,355.05450372472234,1025,21303.27022348334,2012,3,10,6,3
7530,10,306.5890511433831,1059,3065.890511433831,2010,12,23,5,3
1504,25,475.6029828592237,1017,11890.074571480593,2011,1,24,5,3
2214,31,409.0711641018424,1096,12681.206087157116,2010,2,13,4,3
2531,21,434.617110366937,1077,9126.959317705678,2012,7,24,0,3
8576,91,271.29191226568605,1057,24687.56401617743,2011,4,14,0,3
1823,81,164.31032147239358,1064,13309.13603926388,2011,10,16,4,3
1928,33,351.16626921982896,1076,11588.486884254356,2010,5,7,4,3
6029,31,220.08746693574616,1078,6822.711475008131,2011,1,16,5,3
1133,90,144.58936604059997,1068,13013.042943653998,2012,11,17,5,3
3105,21,76.98307215047646,1013,1616.6445151600055,2010,2,20,5,3
4627,36,264.40922973689163,1077,9518.7322705281,2010,9,19,2,3
7316,65,297.53253003275944,1045,19339.614452129365,2011,6,12,2,3
2852,4,284.8240556444333,1068,1139.2962225777333,2012,7,9,2,3
5910,68,59.157633353343456,1074,4022.719068027355,2011,5,28,4,3
5175,90,285.42367244983285,1031,25688.13052048496,2010,9,26,2,3
6348,4,85.03863929576536,1050,340.15455718306146,2010,10,8,0,3
7190,9,332.19336856028303,1068,2989.7403170425478,2012,5,9,4,3
2256,30,215.2626143361012,1099,6457.878430083035,2010,6,5,0,3
4376,45,424.5455052818386,1014,19104.547737682737,2012,10,21,4,3
6645,4,389.3546066520956,1052,1557.4184266083823,2011,9,10,6,3
4486,69,362.4666437068002,1070,25010.198415769213,2012,5,5,1,3
4584,23,350.66781256781684,1068,8065.359689059787,2011,4,14,0,3
9053,16,280.6835316995729,1093,4490.936507193166,2011,12,18,6,3
4330,22,31.495674488043825,1014,692.9048387369642,2010,5,7,4,3
3703,72,328.0893221429675,1029,23622.43119429366,2011,11,8,3,3
9662,48,233.9941666042939,1077,11231.719997006106,2010,5,5,4,3
9120,62,235.30780228277297,1023,14589.083741531924,2012,5,24,1,3
8114,97,190.13207553766856,1087,18442.811327153853,2012,1,6,4,3
2353,60,464.6063865060136,1034,27876.38319036081,2011,5,20,1,3
6063,80,125.47618220926375,1068,10038.0945767411,2012,5,23,2,3
9549,5,158.98063225148005,1011,794.9031612574003,2011,1,24,0,3
8575,80,481.5573505850757,1083,38524.58804680606,2012,4,9,1,3
1667,7,405.2667139030723,1045,2836.866997321506,2011,8,21,3,3
5468,51,8.029119669272124,1068,409.4851031328783,2011,4,9,0,3
7819,65,453.1476923310751,1035,29454.60000151988,2012,7,8,4,3
4719,9,114.09700211770208,1084,1026.8730190593187,2012,6,17,4,3
3745,82,353.26033704386566,1047,28967.347637596984,2012,5,24,1,3
8483,45,276.98348057624054,1066,12464.256625930824,2012,9,8,6,3
1539,47,268.8691299177892,1092,12636.849106136093,2011,8,23,3,3
5964,67,359.24274037296686,1053,24069.26360498878,2011,5,1,1,3
5835,24,104.3835544753254,1088,2505.20530740781,2012,10,22,6,3
4775,92,80.35354025244685,1090,7392.52570322511,2012,7,18,3,3
7042,10,326.304390759743,1035,3263.04390759743,2010,11,15,5,3
8102,73,145.99903522342646,1051,10657.929571310133,2011,9,22,1,3
8312,77,487.0011536212226,1021,37499.08882883415,2011,7,27,2,3
6320,48,226.30440769826205,1037,10862.611569516575,2012,3,16,2,3
7132,35,56.68691298347566,1098,1984.041954421648,2010,10,2,2,3
8891,54,343.22176791985027,1061,18533.975467671917,2012,11,13,1,3
3779,87,153.7734869405995,1064,13378.293363832156,2011,5,2,6,3
1924,81,75.1451263830797,1002,6086.755237029455,2011,12,14,0,3
2581,71,211.98885808207052,1087,15051.20892382701,2010,9,7,4,3
8714,16,482.1469167655518,1007,7714.350668248829,2012,9,11,0,3
4324,53,206.30385761717787,1038,10934.104453710426,2010,8,15,4,3
6713,40,174.31954909980067,1017,6972.781963992027,2012,6,26,3,3
8026,20,222.80997207258275,1002,4456.199441451655,2010,7,17,2,3
1255,88,7.045737094224533,1017,620.024864291759,2012,7,21,2,3
5804,69,67.41766776070843,1079,4651.819075488881,2012,11,17,4,3
2838,45,424.98763444916926,1095,19124.443550212614,2012,1,15,2,3
1009,6,489.0391716351624,1000,2934.235029810974,2011,8,16,0,3
3871,92,79.812801316237,1025,7342.777721093804,2012,6,9,1,3
9989,69,268.22339137506725,1051,18507.41400487964,2011,7,21,2,3
8409,49,483.2003834690162,1011,23676.818789981797,2010,10,21,5,3
8418,39,79.13410671330296,1037,3086.2301618188158,2012,10,20,6,3
6124,2,93.96849913372266,1084,187.9369982674453,2011,11,19,6,3
2015,39,463.4813606102708,1040,18075.77306380056,2010,2,24,2,3
3193,21,353.13813557973884,1052,7415.900847174516,2012,7,23,5,3
9415,40,76.83137673423822,1012,3073.255069369529,2010,8,9,3,3
8449,82,197.35284288818627,1075,16182.933116831276,2011,12,6,1,3
5158,54,29.07870216314056,1012,1570.2499168095903,2011,5,1,4,3
4925,12,216.9030954249294,1017,2602.8371450991526,2012,1,5,1,3
7970,81,389.17284574903147,1018,31523.00050567155,2011,6,5,1,3
7938,37,277.43205523847746,1018,10264.986043823666,2011,3,23,4,3
5784,38,324.0736187862853,1069,12314.797513878842,2010,5,26,1,3
5000,15,164.0832459679044,1047,2461.2486895185657,2012,9,1,3,3
2633,7,81.53656295465171,1070,570.755940682562,2012,7,1,5,3
8266,78,7.54522121096872,1070,588.5272544555602,2012,8,22,0,3
9702,50,410.83485982034335,1027,20541.742991017167,2010,6,6,1,3
1384,65,318.6906251135481,1091,20714.89063238063,2011,9,9,0,3
1404,67,115.4312994025565,1018,7733.897059971286,2012,3,19,3,3
9175,44,209.79854607857013,1079,9231.136027457083,2012,1,28,3,3
3000,31,400.920191095329,1080,12428.5259239552,2010,10,5,6,3
6989,43,269.8113928596015,1085,11601.889892962865,2010,12,21,6,3
2460,77,150.77977834654317,1082,11610.042932683824,2012,12,17,1,3
8190,48,134.32507406817206,1047,6447.603555272259,2012,12,22,2,3
8140,82,109.58939819996398,1028,8986.330652397046,2010,11,20,1,3
4636,81,412.0412101869508,1047,33375.33802514301,2010,4,12,0,3
5809,81,291.3483149916466,1018,23599.21351432337,2010,8,6,3,3
5178,61,354.86942568503065,1098,21647.03496678687,2010,6,13,0,3
8245,75,430.20010025730926,1046,32265.007519298197,2011,7,24,0,3
7600,84,493.4439895625779,1088,41449.29512325654,2011,9,8,6,3
6997,10,125.4923096788602,1059,1254.923096788602,2012,2,3,4,3
3048,29,91.27034124149856,1047,2646.8398960034583,2011,7,25,3,3
5780,48,231.53717305418027,1019,11113.784306600654,2010,12,11,3,3
1716,98,18.50056845978772,1018,1813.0557090591965,2012,4,20,0,3
8939,81,396.0672229002006,1041,32081.445054916247,2010,7,1,5,3
6565,62,441.9962394183567,1076,27403.76684393812,2011,8,25,3,3
5544,13,343.3338096752662,1075,4463.3395257784605,2010,12,14,5,3
5976,44,134.72951725724107,1048,5928.098759318607,2012,2,21,5,3
4419,47,62.45458152040649,1014,2935.365331459105,2011,7,24,1,3
8239,64,191.68994977202428,1059,12268.156785409554,2012,8,13,4,3
1249,91,416.83447463212144,1067,37931.93719152305,2011,12,15,1,3
9865,53,174.5660740892712,1078,9252.001926731376,2010,1,23,6,3
1770,90,18.093032239693347,1080,1628.3729015724011,2012,11,21,2,3
5363,92,137.86590773634083,1026,12683.663511743356,2011,10,8,2,3
2077,77,494.9828594277859,1074,38113.68017593952,2011,5,15,5,3
9427,76,338.65770907727574,1054,25737.98588987296,2011,9,13,0,3
9580,44,450.5265601585868,1086,19823.168646977814,2011,2,1,5,3
8901,28,387.6577684830526,1014,10854.417517525471,2010,6,11,2,3
5858,2,270.31305214798874,1051,540.6261042959775,2010,2,20,1,3
7544,57,75.19574732509517,1030,4286.157597530425,2011,3,15,2,3
5719,57,174.9735946995031,1089,9973.494897871677,2010,11,21,0,3
3814,34,292.28637241183685,1006,9937.736662002451,2010,6,4,3,3
4374,87,435.445542017264,1012,37883.76215550197,2011,5,6,4,3
2252,58,135.06884788658493,1053,7833.993177421926,2010,4,25,0,3
7996,52,61.49220780077454,1012,3197.594805640276,2012,7,12,0,3
5673,29,279.8573264598539,1019,8115.862467335763,2012,3,1,0,3
5530,35,89.07411003650978,1097,3117.593851277842,2010,10,10,1,3
7881,75,305.5705228916314,1009,22917.78921687236,2011,7,27,3,3
7949,48,132.49719979938226,1051,6359.865590370348,2012,12,18,0,3
7241,33,116.2505391460117,1036,3836.2677918183854,2010,9,1,3,3
9017,75,200.19120172945665,1051,15014.34012970925,2010,2,7,5,3
7941,73,297.002687021415,1026,21681.19615256329,2011,5,2,6,3
8002,78,273.1135188017072,1033,21302.85446653316,2011,1,25,6,3
2331,9,123.12250414025527,1099,1108.1025372622976,2010,7,8,0,3
5261,48,445.6672205522347,1061,21392.026586507265,2011,2,26,1,3
8648,67,55.831102897865314,1015,3740.683894156976,2012,11,1,0,3
6115,93,20.69431397409332,1058,1924.5711995906784,2012,5,19,6,3
5637,83,301.75042843369255,1020,25045.28555999648,2010,1,6,5,3
5854,36,62.58017686467276,1015,2252.8863671282197,2010,11,11,2,3
4177,96,252.9405163252016,1080,24282.289567219355,2011,1,19,1,3
8730,71,475.9348689204066,1078,33791.37569334887,2012,4,25,6,3
3180,92,349.5915554549423,1012,32162.423101854693,2011,7,28,0,3
5892,44,309.11083361848245,1032,13600.876679213228,2010,7,10,0,3
8043,82,287.82780721126807,1053,23601.88019132398,2010,8,16,0,3
1137,60,90.5900868475968,1068,5435.405210855808,2010,12,16,2,3
7327,63,216.8912644894241,1026,13664.149662833715,2010,9,10,2,3
4472,5,171.9192301760145,1051,859.5961508800725,2010,4,18,6,3
6449,87,476.58408678880926,1064,41462.81555062641,2010,2,22,0,3
3832,86,121.91779545399176,1043,10484.930409043292,2011,10,18,6,3
4579,90,236.2866693266297,1029,21265.80023939667,2011,12,3,2,3
6971,76,469.1016022748488,1022,35651.72177288851,2011,12,12,0,3
5164,40,394.8011455672182,1078,15792.045822688728,2012,10,10,2,3
8941,19,482.2931044029271,1099,9163.568983655616,2011,3,28,3,3
6569,47,304.5567973183485,1082,14314.16947396238,2010,9,16,5,3
5300,65,167.5596405182211,1093,10891.376633684373,2011,11,25,6,3
7269,67,413.4982379565655,1015,27704.381943089884,2011,8,9,0,3
4818,91,146.43667941531194,1054,13325.737826793387,2012,6,18,5,3
2906,18,83.22162815403108,1017,1497.9893067725595,2010,11,13,0,3
7254,50,353.43811820546466,1089,17671.90591027323,2012,3,24,4,3
1760,30,319.83887610364536,1016,9595.16628310936,2012,10,14,4,3
8830,66,439.5955023951023,1074,29013.303158076757,2012,8,19,1,3
8350,5,481.0004541502093,1051,2405.0022707510466,2011,2,14,3,3
7238,93,428.7415960250525,1044,39872.968430329885,2010,11,2,3,3
7090,97,30.950876996547105,1055,3002.2350686650693,2010,4,11,1,3
7031,42,332.5922030581518,1092,13968.872528442376,2012,4,26,4,3
8687,84,392.5814740191588,1053,32976.84381760934,2010,9,8,6,3
9472,94,490.9824334507381,1008,46152.34874436938,2010,8,3,1,3
2887,5,187.95598845680425,1016,939.7799422840212,2012,7,15,4,3
4266,50,85.77091204830279,1026,4288.54560241514,2011,4,13,6,3
1666,85,426.61359783681337,1036,36262.15581612914,2012,7,8,0,3
5188,58,159.4159050726451,1021,9246.122494213416,2012,1,13,5,3
1671,79,299.5027460011356,1071,23660.71693408971,2011,11,16,1,3
7777,84,195.5574873422869,1066,16426.828936752103,2011,8,22,2,3
8570,8,201.76080212257196,1037,1614.0864169805754,2011,8,1,5,3
8956,31,366.4997751095484,1098,11361.493028395998,2011,9,2,4,3
6124,12,181.37608754462937,1095,2176.5130505355523,2012,9,13,0,3
6585,21,346.844481372273,1071,7283.734108817733,2011,1,14,6,3
5777,94,8.14989927069875,1043,766.0905314456825,2010,10,2,2,3
4900,62,162.99904761193412,1090,10105.940951939916,2012,7,16,2,3
7677,91,160.20297164547767,1095,14578.470419738467,2012,1,14,6,3
7981,90,374.6688076624618,1035,33720.19268962156,2011,6,7,3,3
7376,33,157.9640008967883,1097,5212.812029594013,2011,5,22,4,3
1523,26,317.0302390501764,1024,8242.786215304586,2010,11,14,0,3
